MSA.Code,MSA.Name,Median Earnings: Men,Median Earnings: Women,Employment: Men,Employment: Women,Employment: Total,Earnings Difference (Women vs. Men),Earnings Percentage (Women vs. Men),Employment Difference (Women vs. Men),Employment Percentage (Women vs. Total),Group
29420,"Lake Havasu City-Kingman, AZ",40732,33709,27144,21472,48616,7023,0.827580281,5672,0.441665295,All (STEM and Non-STEM)
29420,"Lake Havasu City-Kingman, AZ",61444,58224,1035,241,1276,3220,0.947594558,794,0.188871473,All STEM
29420,"Lake Havasu City-Kingman, AZ",57227,52500,548,114,662,4727,0.91739913,434,0.172205438,Computer and Mathematical
29420,"Lake Havasu City-Kingman, AZ",61918,42344,411,35,446,19574,0.683872218,376,0.078475336,Architecture and Engineering
29420,"Lake Havasu City-Kingman, AZ",51667,77000,76,92,168,-25333,1.490312966,-16,0.547619048,"Life, Physical, and Social Sciences"
29460,"Lakeland-Winter Haven, FL",41657,34457,117009,91592,208601,7200,0.827159901,25417,0.439077473,All (STEM and Non-STEM)
29460,"Lakeland-Winter Haven, FL",66967,56088,6131,1912,8043,10879,0.837546851,4219,0.237722243,All STEM
29460,"Lakeland-Winter Haven, FL",70795,60300,3301,1098,4399,10495,0.851755067,2203,0.249602182,Computer and Mathematical
29460,"Lakeland-Winter Haven, FL",72045,56688,2214,376,2590,15357,0.786841557,1838,0.145173745,Architecture and Engineering
29460,"Lakeland-Winter Haven, FL",47876,52985,616,438,1054,-5109,1.106713176,178,0.415559772,"Life, Physical, and Social Sciences"
29500,"Lamesa, TX",50769,27208,1810,1319,3129,23561,0.535917588,491,0.421540428,All (STEM and Non-STEM)
29500,"Lamesa, TX",56389,NA,18,7,25,NA,NA,11,0.28,All STEM
29500,"Lamesa, TX",NA,NA,0,7,7,NA,NA,-7,1,Computer and Mathematical
29500,"Lamesa, TX",NA,NA,14,0,14,NA,NA,14,0,Architecture and Engineering
29500,"Lamesa, TX",NA,NA,4,0,4,NA,NA,4,0,"Life, Physical, and Social Sciences"
29540,"Lancaster, PA",53778,40685,112828,72615,185443,13093,0.75653613,40213,0.391575848,All (STEM and Non-STEM)
29540,"Lancaster, PA",71855,58933,7398,1785,9183,12922,0.820165611,5613,0.194380921,All STEM
29540,"Lancaster, PA",74044,62500,3462,640,4102,11544,0.844092702,2822,0.156021453,Computer and Mathematical
29540,"Lancaster, PA",71615,62738,3097,382,3479,8877,0.876045521,2715,0.109801667,Architecture and Engineering
29540,"Lancaster, PA",61417,54388,839,763,1602,7029,0.88555286,76,0.47627965,"Life, Physical, and Social Sciences"
29620,"Lansing-East Lansing, MI",52018,42935,96247,78425,174672,9083,0.825387366,17822,0.448984382,All (STEM and Non-STEM)
29620,"Lansing-East Lansing, MI",72536,57221,11110,3689,14799,15315,0.788863461,7421,0.2492736,All STEM
29620,"Lansing-East Lansing, MI",72529,60956,6176,2070,8246,11573,0.840436239,4106,0.251030803,Computer and Mathematical
29620,"Lansing-East Lansing, MI",80818,55398,3271,479,3750,25420,0.685466109,2792,0.127733333,Architecture and Engineering
29620,"Lansing-East Lansing, MI",52922,49263,1663,1140,2803,3659,0.930860512,523,0.4067071,"Life, Physical, and Social Sciences"
29660,"Laramie, WY",47811,38609,7350,4993,12343,9202,0.807533831,2357,0.404520781,All (STEM and Non-STEM)
29660,"Laramie, WY",52793,53611,829,304,1133,-818,1.015494478,525,0.26831421,All STEM
29660,"Laramie, WY",56992,54792,333,69,402,2200,0.961398091,264,0.171641791,Computer and Mathematical
29660,"Laramie, WY",40350,58929,103,52,155,-18579,1.460446097,51,0.335483871,Architecture and Engineering
29660,"Laramie, WY",51875,49612,393,183,576,2263,0.956375904,210,0.317708333,"Life, Physical, and Social Sciences"
29700,"Laredo, TX",38781,29233,47849,31829,79678,9548,0.753796962,16020,0.399470368,All (STEM and Non-STEM)
29700,"Laredo, TX",59916,47222,1289,206,1495,12694,0.788136725,1083,0.137792642,All STEM
29700,"Laredo, TX",52294,52300,511,120,631,-6,1.000114736,391,0.190174326,Computer and Mathematical
29700,"Laredo, TX",80595,36667,622,78,700,43928,0.454953781,544,0.111428571,Architecture and Engineering
29700,"Laredo, TX",70682,NA,156,8,164,NA,NA,148,0.048780488,"Life, Physical, and Social Sciences"
29740,"Las Cruces, NM",37178,32095,32755,24395,57150,5083,0.863279359,8360,0.426859143,All (STEM and Non-STEM)
29740,"Las Cruces, NM",62592,47416,2934,873,3807,15176,0.7575409,2061,0.229314421,All STEM
29740,"Las Cruces, NM",60294,46616,1042,469,1511,13678,0.773144923,573,0.31039047,Computer and Mathematical
29740,"Las Cruces, NM",70515,82632,1505,210,1715,-12117,1.17183578,1295,0.12244898,Architecture and Engineering
29740,"Las Cruces, NM",43769,55536,387,194,581,-11767,1.268843245,193,0.333907057,"Life, Physical, and Social Sciences"
29780,"Las Vegas, NM",37599,31109,3446,3802,7248,6490,0.827389026,-356,0.524558499,All (STEM and Non-STEM)
29780,"Las Vegas, NM",90456,40721,139,141,280,49735,0.450174671,-2,0.503571429,All STEM
29780,"Las Vegas, NM",45167,32917,44,106,150,12250,0.728784289,-62,0.706666667,Computer and Mathematical
29780,"Las Vegas, NM",NA,NA,6,0,6,NA,NA,6,0,Architecture and Engineering
29780,"Las Vegas, NM",NA,41683,89,35,124,NA,NA,54,0.282258065,"Life, Physical, and Social Sciences"
29820,"Las Vegas-Henderson-Paradise, NV",45636,39770,415887,319106,734993,5866,0.871461127,96781,0.434161958,All (STEM and Non-STEM)
29820,"Las Vegas-Henderson-Paradise, NV",73311,61281,22275,5771,28046,12030,0.835904571,16504,0.205769094,All STEM
29820,"Las Vegas-Henderson-Paradise, NV",71898,58644,12778,3671,16449,13254,0.815655512,9107,0.223174661,Computer and Mathematical
29820,"Las Vegas-Henderson-Paradise, NV",76557,73940,7979,987,8966,2617,0.96581632,6992,0.110082534,Architecture and Engineering
29820,"Las Vegas-Henderson-Paradise, NV",60652,61094,1518,1113,2631,-442,1.007287476,405,0.423033067,"Life, Physical, and Social Sciences"
29860,"Laurel, MS",41562,30845,15597,11110,26707,10717,0.742144266,4487,0.415995806,All (STEM and Non-STEM)
29860,"Laurel, MS",70021,46875,616,179,795,23146,0.669442025,437,0.225157233,All STEM
29860,"Laurel, MS",48177,46250,211,74,285,1927,0.960001661,137,0.259649123,Computer and Mathematical
29860,"Laurel, MS",76458,NA,212,26,238,NA,NA,186,0.109243697,Architecture and Engineering
29860,"Laurel, MS",71036,31975,193,79,272,39061,0.450123881,114,0.290441176,"Life, Physical, and Social Sciences"
29900,"Laurinburg, NC",39427,33141,5098,3814,8912,6286,0.84056611,1284,0.427962298,All (STEM and Non-STEM)
29900,"Laurinburg, NC",80833,50708,114,81,195,30125,0.627318051,33,0.415384615,All STEM
29900,"Laurinburg, NC",63750,NA,32,12,44,NA,NA,20,0.272727273,Computer and Mathematical
29900,"Laurinburg, NC",80833,40446,82,37,119,40387,0.50036495,45,0.31092437,Architecture and Engineering
29900,"Laurinburg, NC",NA,NA,0,32,32,NA,NA,-32,1,"Life, Physical, and Social Sciences"
29940,"Lawrence, KS",52209,40588,23629,18901,42530,11621,0.777413856,4728,0.444415707,All (STEM and Non-STEM)
29940,"Lawrence, KS",71977,66108,2562,753,3315,5869,0.918460064,1809,0.227149321,All STEM
29940,"Lawrence, KS",69071,70987,1366,276,1642,-1916,1.027739572,1090,0.168087698,Computer and Mathematical
29940,"Lawrence, KS",76458,64028,714,212,926,12430,0.837427084,502,0.228941685,Architecture and Engineering
29940,"Lawrence, KS",79141,52180,482,265,747,26961,0.659329551,217,0.354752343,"Life, Physical, and Social Sciences"
29980,"Lawrenceburg, TN",42346,31919,7190,4654,11844,10427,0.75376659,2536,0.392941574,All (STEM and Non-STEM)
29980,"Lawrenceburg, TN",68795,75573,303,85,388,-6778,1.098524602,218,0.219072165,All STEM
29980,"Lawrenceburg, TN",67768,80556,114,44,158,-12788,1.188702633,70,0.278481013,Computer and Mathematical
29980,"Lawrenceburg, TN",71172,NA,182,37,219,NA,NA,145,0.168949772,Architecture and Engineering
29980,"Lawrenceburg, TN",NA,NA,7,4,11,NA,NA,3,0.363636364,"Life, Physical, and Social Sciences"
30020,"Lawton, OK",44041,31913,20015,16155,36170,12128,0.72462024,3860,0.446640863,All (STEM and Non-STEM)
30020,"Lawton, OK",67727,70625,1210,290,1500,-2898,1.042789434,920,0.193333333,All STEM
30020,"Lawton, OK",64254,72344,618,133,751,-8090,1.125906558,485,0.177097204,Computer and Mathematical
30020,"Lawton, OK",78092,79181,491,55,546,-1089,1.01394509,436,0.100732601,Architecture and Engineering
30020,"Lawton, OK",53972,50357,101,102,203,3615,0.933020826,-1,0.502463054,"Life, Physical, and Social Sciences"
30060,"Lebanon, MO",39360,30725,6905,4857,11762,8635,0.780614837,2048,0.412939976,All (STEM and Non-STEM)
30060,"Lebanon, MO",38750,80592,398,81,479,-41842,2.079793548,317,0.169102296,All STEM
30060,"Lebanon, MO",35208,82039,179,59,238,-46831,2.330123835,120,0.24789916,Computer and Mathematical
30060,"Lebanon, MO",54038,NA,186,22,208,NA,NA,164,0.105769231,Architecture and Engineering
30060,"Lebanon, MO",NA,NA,33,0,33,NA,NA,33,0,"Life, Physical, and Social Sciences"
30100,"Lebanon, NH-VT",50915,44137,41237,33423,74660,6778,0.866876166,7814,0.447669435,All (STEM and Non-STEM)
30100,"Lebanon, NH-VT",77130,58259,3787,1166,4953,18871,0.755335148,2621,0.235412881,All STEM
30100,"Lebanon, NH-VT",90882,59013,1572,506,2078,31869,0.649336502,1066,0.243503369,Computer and Mathematical
30100,"Lebanon, NH-VT",76613,42063,1556,159,1715,34550,0.549032149,1397,0.09271137,Architecture and Engineering
30100,"Lebanon, NH-VT",60063,58958,659,501,1160,1105,0.981602651,158,0.431896552,"Life, Physical, and Social Sciences"
30140,"Lebanon, PA",50561,38246,27996,20217,48213,12315,0.756432824,7779,0.419326738,All (STEM and Non-STEM)
30140,"Lebanon, PA",69464,57417,1398,445,1843,12047,0.826572037,953,0.241454151,All STEM
30140,"Lebanon, PA",65982,59583,762,291,1053,6399,0.903019005,471,0.276353276,Computer and Mathematical
30140,"Lebanon, PA",67750,95096,485,51,536,-27346,1.403630996,434,0.095149254,Architecture and Engineering
30140,"Lebanon, PA",80547,47321,151,103,254,33226,0.5874955,48,0.405511811,"Life, Physical, and Social Sciences"
30220,"Levelland, TX",45599,32719,4457,2847,7304,12880,0.717537665,1610,0.389786418,All (STEM and Non-STEM)
30220,"Levelland, TX",63472,57500,153,26,179,5972,0.905911268,127,0.145251397,All STEM
30220,"Levelland, TX",63889,56875,86,24,110,7014,0.890215843,62,0.218181818,Computer and Mathematical
30220,"Levelland, TX",21912,NA,52,0,52,NA,NA,52,0,Architecture and Engineering
30220,"Levelland, TX",122656,NA,15,2,17,NA,NA,13,0.117647059,"Life, Physical, and Social Sciences"
30260,"Lewisburg, PA",52405,37929,7060,4890,11950,14476,0.723766816,2170,0.409205021,All (STEM and Non-STEM)
30260,"Lewisburg, PA",67292,60484,431,80,511,6808,0.898828984,351,0.156555773,All STEM
30260,"Lewisburg, PA",65000,44375,182,32,214,20625,0.682692308,150,0.14953271,Computer and Mathematical
30260,"Lewisburg, PA",78750,NA,200,0,200,NA,NA,200,0,Architecture and Engineering
30260,"Lewisburg, PA",49375,60565,49,48,97,-11190,1.226632911,1,0.494845361,"Life, Physical, and Social Sciences"
30280,"Lewisburg, TN",43654,37231,6626,4704,11330,6423,0.852865717,1922,0.415180936,All (STEM and Non-STEM)
30280,"Lewisburg, TN",62396,61382,386,180,566,1014,0.983748958,206,0.318021201,All STEM
30280,"Lewisburg, TN",70652,54417,190,65,255,16235,0.770211742,125,0.254901961,Computer and Mathematical
30280,"Lewisburg, TN",62031,73173,139,84,223,-11142,1.179619867,55,0.376681614,Architecture and Engineering
30280,"Lewisburg, TN",26827,NA,57,31,88,NA,NA,26,0.352272727,"Life, Physical, and Social Sciences"
30300,"Lewiston, ID-WA",51060,37212,11301,8533,19834,13848,0.728789659,2768,0.430220833,All (STEM and Non-STEM)
30300,"Lewiston, ID-WA",68725,53750,583,176,759,14975,0.782102583,407,0.231884058,All STEM
30300,"Lewiston, ID-WA",60938,32450,155,98,253,28488,0.532508451,57,0.387351779,Computer and Mathematical
30300,"Lewiston, ID-WA",68350,NA,326,12,338,NA,NA,314,0.035502959,Architecture and Engineering
30300,"Lewiston, ID-WA",135000,55577,102,66,168,79423,0.411681481,36,0.392857143,"Life, Physical, and Social Sciences"
30340,"Lewiston-Auburn, ME",47118,37738,21073,17301,38374,9380,0.800925336,3772,0.450852139,All (STEM and Non-STEM)
30340,"Lewiston-Auburn, ME",60089,50795,1159,363,1522,9294,0.845329428,796,0.238501971,All STEM
30340,"Lewiston-Auburn, ME",56472,46375,579,265,844,10097,0.821203428,314,0.313981043,Computer and Mathematical
30340,"Lewiston-Auburn, ME",69048,61797,512,59,571,7251,0.894986097,453,0.103327496,Architecture and Engineering
30340,"Lewiston-Auburn, ME",44313,44306,68,39,107,7,0.999842033,29,0.364485981,"Life, Physical, and Social Sciences"
30380,"Lewistown, PA",42014,33817,9607,6055,15662,8197,0.804898367,3552,0.38660452,All (STEM and Non-STEM)
30380,"Lewistown, PA",51964,44342,333,212,545,7622,0.85332153,121,0.388990826,All STEM
30380,"Lewistown, PA",45469,47701,123,123,246,-2232,1.04908839,0,0.5,Computer and Mathematical
30380,"Lewistown, PA",59688,43750,192,34,226,15938,0.732978153,158,0.150442478,Architecture and Engineering
30380,"Lewistown, PA",56250,NA,18,55,73,NA,NA,-37,0.753424658,"Life, Physical, and Social Sciences"
30420,"Lexington, NE",40604,32835,6058,3729,9787,7769,0.808664171,2329,0.381015633,All (STEM and Non-STEM)
30420,"Lexington, NE",24375,52000,154,94,248,-27625,2.133333333,60,0.379032258,All STEM
30420,"Lexington, NE",NA,NA,30,24,54,NA,NA,6,0.444444444,Computer and Mathematical
30420,"Lexington, NE",77361,73295,35,45,80,4066,0.947441217,-10,0.5625,Architecture and Engineering
30420,"Lexington, NE",24238,50250,89,25,114,-26012,2.073190857,64,0.219298246,"Life, Physical, and Social Sciences"
30460,"Lexington-Fayette, KY",50448,41407,100878,78175,179053,9041,0.82078576,22703,0.43660257,All (STEM and Non-STEM)
30460,"Lexington-Fayette, KY",73762,59653,9374,2930,12304,14109,0.808722649,6444,0.23813394,All STEM
30460,"Lexington-Fayette, KY",65075,63232,3888,1140,5028,1843,0.971678832,2748,0.22673031,Computer and Mathematical
30460,"Lexington-Fayette, KY",85141,72813,4321,537,4858,12328,0.855204895,3784,0.110539317,Architecture and Engineering
30460,"Lexington-Fayette, KY",60424,52015,1165,1253,2418,8409,0.860833444,-88,0.518196857,"Life, Physical, and Social Sciences"
30580,"Liberal, KS",38743,30435,4821,3030,7851,8308,0.785561263,1791,0.385938097,All (STEM and Non-STEM)
30580,"Liberal, KS",46429,70750,148,24,172,-24321,1.523832088,124,0.139534884,All STEM
30580,"Liberal, KS",46071,NA,84,0,84,NA,NA,84,0,Computer and Mathematical
30580,"Liberal, KS",87692,NA,64,10,74,NA,NA,54,0.135135135,Architecture and Engineering
30580,"Liberal, KS",NA,29688,0,14,14,NA,NA,-14,1,"Life, Physical, and Social Sciences"
30620,"Lima, OH",48093,35884,19828,13153,32981,12209,0.746137692,6675,0.398805373,All (STEM and Non-STEM)
30620,"Lima, OH",59984,46985,841,264,1105,12999,0.783292211,577,0.238914027,All STEM
30620,"Lima, OH",56638,47037,336,108,444,9601,0.830484834,228,0.243243243,Computer and Mathematical
30620,"Lima, OH",80120,47714,433,64,497,32406,0.595531702,369,0.128772636,Architecture and Engineering
30620,"Lima, OH",72639,41538,72,92,164,31101,0.571841573,-20,0.56097561,"Life, Physical, and Social Sciences"
30660,"Lincoln, IL",49765,38976,5177,3681,8858,10789,0.783201045,1496,0.415556559,All (STEM and Non-STEM)
30660,"Lincoln, IL",85036,71000,267,66,333,14036,0.834940496,201,0.198198198,All STEM
30660,"Lincoln, IL",72981,71136,145,54,199,1845,0.974719448,91,0.271356784,Computer and Mathematical
30660,"Lincoln, IL",86000,NA,78,12,90,NA,NA,66,0.133333333,Architecture and Engineering
30660,"Lincoln, IL",91500,NA,44,0,44,NA,NA,44,0,"Life, Physical, and Social Sciences"
30700,"Lincoln, NE",51047,40574,70526,53816,124342,10473,0.794836131,16710,0.432806292,All (STEM and Non-STEM)
30700,"Lincoln, NE",68249,54501,6634,2287,8921,13748,0.798561151,4347,0.256361394,All STEM
30700,"Lincoln, NE",69888,53936,3516,1414,4930,15952,0.771749084,2102,0.286815416,Computer and Mathematical
30700,"Lincoln, NE",71417,55625,1958,316,2274,15792,0.778876178,1642,0.138962181,Architecture and Engineering
30700,"Lincoln, NE",54022,55655,1160,557,1717,-1633,1.030228425,603,0.324403029,"Life, Physical, and Social Sciences"
30780,"Little Rock-North Little Rock-Conway, AR",47770,39927,138388,120385,258773,7843,0.835817459,18003,0.465214686,All (STEM and Non-STEM)
30780,"Little Rock-North Little Rock-Conway, AR",75037,64675,10238,4221,14459,10362,0.861908125,6017,0.291928902,All STEM
30780,"Little Rock-North Little Rock-Conway, AR",77787,65694,5594,2297,7891,12093,0.844537005,3297,0.291091116,Computer and Mathematical
30780,"Little Rock-North Little Rock-Conway, AR",72661,71897,3410,514,3924,764,0.989485419,2896,0.130988787,Architecture and Engineering
30780,"Little Rock-North Little Rock-Conway, AR",64750,55603,1234,1410,2644,9147,0.858733591,-176,0.533282905,"Life, Physical, and Social Sciences"
30820,"Lock Haven, PA",46659,35467,7110,5192,12302,11192,0.760132022,1918,0.422045196,All (STEM and Non-STEM)
30820,"Lock Haven, PA",67213,63043,484,194,678,4170,0.937958431,290,0.286135693,All STEM
30820,"Lock Haven, PA",73365,64438,161,89,250,8927,0.878320725,72,0.356,Computer and Mathematical
30820,"Lock Haven, PA",67455,73047,222,33,255,-5592,1.082899711,189,0.129411765,Architecture and Engineering
30820,"Lock Haven, PA",51406,53684,101,72,173,-2278,1.044313893,29,0.416184971,"Life, Physical, and Social Sciences"
30860,"Logan, UT-ID",49334,32765,25621,13214,38835,16569,0.66414643,12407,0.340260075,All (STEM and Non-STEM)
30860,"Logan, UT-ID",67730,39344,2890,330,3220,28386,0.580894729,2560,0.102484472,All STEM
30860,"Logan, UT-ID",62826,39151,1446,134,1580,23675,0.623165568,1312,0.084810127,Computer and Mathematical
30860,"Logan, UT-ID",69826,36528,1144,57,1201,33298,0.52312892,1087,0.04746045,Architecture and Engineering
30860,"Logan, UT-ID",74565,48984,300,139,439,25581,0.656930195,161,0.316628702,"Life, Physical, and Social Sciences"
30900,"Logansport, IN",42550,31707,7523,5404,12927,10843,0.745170388,2119,0.418039762,All (STEM and Non-STEM)
30900,"Logansport, IN",48750,36250,290,13,303,12500,0.743589744,277,0.04290429,All STEM
30900,"Logansport, IN",42344,NA,67,2,69,NA,NA,65,0.028985507,Computer and Mathematical
30900,"Logansport, IN",85250,NA,126,8,134,NA,NA,118,0.059701493,Architecture and Engineering
30900,"Logansport, IN",42471,NA,97,3,100,NA,NA,94,0.03,"Life, Physical, and Social Sciences"
30940,"London, KY",40856,31112,21222,16963,38185,9744,0.761503818,4259,0.444232028,All (STEM and Non-STEM)
30940,"London, KY",52635,42705,686,259,945,9930,0.811342263,427,0.274074074,All STEM
30940,"London, KY",63352,42802,245,165,410,20550,0.675621922,80,0.402439024,Computer and Mathematical
30940,"London, KY",49306,37679,345,29,374,11627,0.764186914,316,0.077540107,Architecture and Engineering
30940,"London, KY",41702,44750,96,65,161,-3048,1.07309002,31,0.403726708,"Life, Physical, and Social Sciences"
30980,"Longview, TX",49184,34287,52113,36563,88676,14897,0.697116949,15550,0.412321259,All (STEM and Non-STEM)
30980,"Longview, TX",75547,53788,2275,589,2864,21759,0.711980621,1686,0.205656425,All STEM
30980,"Longview, TX",72456,54311,650,279,929,18145,0.749572154,371,0.300322928,Computer and Mathematical
30980,"Longview, TX",83698,62721,1211,137,1348,20977,0.749372745,1074,0.101632047,Architecture and Engineering
30980,"Longview, TX",60139,45694,414,173,587,14445,0.759806448,241,0.29471891,"Life, Physical, and Social Sciences"
